0.0,1.0,1,-0.0
0.0,1.0,0,-0.0
-1.0,6.0,4,-0.01
-2.0,7.0,0,-0.02
-5.0,12.0,2,-0.05
-10.0,19.0,2,-0.1
-12.0,23.0,2,-0.12
-19.0,33.0,3,-0.19
-28.0,42.0,0,-0.28
-31.0,49.0,4,-0.31
-32.0,52.0,2,-0.32
-36.0,57.0,1,-0.36
-40.0,63.0,2,-0.4
-44.0,68.0,1,-0.44
-46.0,74.0,4,-0.46
-48.0,78.0,2,-0.48
-57.0,90.0,3,-0.57
-64.0,97.0,0,-0.64
-70.0,104.0,1,-0.7
-77.0,112.0,1,-0.77
-79.0,117.0,3,-0.79
-90.0,132.0,4,-0.9
-94.0,139.0,3,-0.94
-101.0,148.0,2,-1.01
-103.0,153.0,3,-1.03
-101.0,153.0,2,-1.01
-102.0,154.0,0,-1.02
-106.0,161.0,3,-1.06
-108.0,166.0,3,-1.08
-113.0,175.0,4,-1.13
-123.0,187.0,2,-1.23
-124.0,192.0,4,-1.24
-125.0,197.0,4,-1.25
-129.0,203.0,2,-1.29
-135.0,210.0,1,-1.35
-139.0,218.0,4,-1.39
-143.0,224.0,2,-1.43
-146.0,230.0,3,-1.46
-154.0,241.0,3,-1.54
-156.0,247.0,4,-1.56
-160.0,251.0,0,-1.6
-166.0,261.0,4,-1.66
-171.0,268.0,2,-1.71
-176.0,273.0,0,-1.76
-180.0,279.0,2,-1.8
-179.0,278.0,0,-1.79
-179.0,281.0,3,-1.79
-186.0,290.0,2,-1.86
-192.0,300.0,4,-1.92
-200.0,310.0,2,-2.0
-203.0,314.0,1,-2.03
-209.0,320.0,0,-2.09
-207.0,322.0,4,-2.07
-209.0,324.0,0,-2.09
-216.0,332.0,1,-2.16
-224.0,343.0,3,-2.24
-227.0,346.0,0,-2.27
-235.0,356.0,2,-2.35
-240.0,365.0,4,-2.4
-247.0,376.0,4,-2.47
-252.0,383.0,2,-2.52
-261.0,396.0,4,-2.61
-267.0,403.0,1,-2.67
-269.0,409.0,4,-2.69
-275.0,415.0,0,-2.75
-281.0,421.0,0,-2.81
-285.0,428.0,3,-2.85
-287.0,431.0,1,-2.87
-295.0,441.0,2,-2.95
-297.0,444.0,1,-2.97
-299.0,450.0,4,-2.99
-310.0,463.0,2,-3.1
-316.0,469.0,0,-3.16
-322.0,478.0,3,-3.22
-326.0,484.0,2,-3.26
-334.0,493.0,1,-3.34
-337.0,500.0,4,-3.37
-343.0,506.0,0,-3.43
-345.0,512.0,4,-3.45
-348.0,519.0,4,-3.48
-351.0,523.0,1,-3.51
-357.0,531.0,2,-3.57
-365.0,543.0,4,-3.65
-368.0,549.0,3,-3.68
-379.0,560.0,0,-3.79
-388.0,569.0,0,-3.88
-393.0,576.0,2,-3.93
-397.0,583.0,3,-3.97
-403.0,590.0,1,-4.03
-408.0,599.0,4,-4.08
-412.0,607.0,4,-4.12
-413.0,611.0,3,-4.13
-420.0,620.0,2,-4.2
-424.0,627.0,3,-4.24
-431.0,636.0,2,-4.31
-436.0,643.0,2,-4.36
-437.0,646.0,2,-4.37
-442.0,651.0,0,-4.42
-445.0,655.0,1,-4.45
-448.0,658.0,0,-4.48
-448.0,661.0,3,-4.48
0.0,4.0,4,-0.0
0.0,4.0,0,-0.0
-4.0,11.0,3,-0.04
-7.0,17.0,3,-0.07
-7.0,20.0,3,-0.07
-13.0,26.0,0,-0.13
-15.0,31.0,3,-0.15
-23.0,40.0,1,-0.23
-25.0,43.0,1,-0.25
-35.0,53.0,0,-0.35
-37.0,58.0,3,-0.37
-45.0,67.0,1,-0.45
-49.0,73.0,2,-0.49
-59.0,87.0,4,-0.59
-60.0,91.0,3,-0.6
-70.0,102.0,1,-0.7
-69.0,103.0,2,-0.69
-66.0,104.0,4,-0.66
-70.0,110.0,2,-0.7
-76.0,116.0,0,-0.76
-82.0,124.0,2,-0.82
-86.0,130.0,2,-0.86
-90.0,138.0,4,-0.9
-96.0,145.0,1,-0.96
-103.0,153.0,1,-1.03
-111.0,161.0,0,-1.11
-119.0,169.0,0,-1.19
-122.0,172.0,0,-1.22
